Freq /Hz, Zr , Zi ; Name: 50_-5000
3.272220E+1;2.921820E+3;-2.857500E+1
3.028163E+1;2.922320E+3;-1.613610E+1
2.802310E+1;2.922340E+3;-1.173500E+1
2.593301E+1;2.940770E+3;-2.063080E+1
2.399882E+1;2.916060E+3;-1.932900E+1
2.220888E+1;2.932970E+3;-1.497970E+1
2.055244E+1;2.913470E+3;-1.378940E+1
1.901955E+1;2.928400E+3;-7.821120E+0
1.760099E+1;2.938560E+3;1.141410E+1
1.628823E+1;2.922580E+3;-1.365010E+1
1.507339E+1;2.932760E+3;-1.079630E+1
1.394915E+1;2.917130E+3;-7.386430E+0
1.290876E+1;2.930660E+3;2.059950E+1
1.194597E+1;2.931880E+3;-8.858520E-1
1.105498E+1;2.914060E+3;-1.180370E+1
1.023046E+1;2.925840E+3;-9.215030E-2
9.467424E+0;2.939490E+3;-4.276060E+0
8.761302E+0;2.908640E+3;4.805750E+0
8.107846E+0;2.953640E+3;2.050520E+1
7.503127E+0;2.964290E+3;1.813570E+1
6.943511E+0;2.909260E+3;4.926730E+1
6.425634E+0;2.925150E+3;-3.061670E+1
5.946382E+0;2.919400E+3;1.609470E+1
5.502875E+0;2.974290E+3;3.243470E+0
5.092447E+0;3.002360E+3;-1.942980E+1
4.712630E+0;2.994290E+3;9.024440E-1
4.361141E+0;2.962960E+3;4.960790E+1
4.035868E+0;2.898620E+3;9.704580E+0
3.734856E+0;2.963100E+3;-5.192460E+1
3.456294E+0;2.982420E+3;8.406400E+0
3.198508E+0;2.912560E+3;1.797580E+1
2.959950E+0;2.928560E+3;-4.780280E+1
2.739184E+0;2.915500E+3;1.451350E+1
2.534883E+0;2.924830E+3;-3.479630E+1
2.345821E+0;2.942580E+3;3.864300E+0
2.170859E+0;2.936040E+3;-8.253410E+0
2.008947E+0;2.895490E+3;-3.860810E+0
1.859111E+0;2.944070E+3;2.174240E+1
1.720450E+0;2.931210E+3;-1.235870E+1
1.592132E+0;2.895530E+3;3.360920E+0
1.473384E+0;2.939420E+3;3.144340E+1
1.363492E+0;2.938430E+3;-7.259820E+0
1.261797E+0;2.909370E+3;-4.181700E+0
1.167687E+0;2.910670E+3;1.283820E+1
1.080595E+0;2.917050E+3;2.331620E+1
1.000000E+0;2.942910E+3;8.501100E+0
Freq /Hz, Zr , Zi ; Name: 50_-2000
5.000000E+6;1.367470E+1;1.162110E+1
4.627078E+6;1.590700E+1;1.334830E+1
4.281971E+6;1.594560E+1;9.998140E+0
3.962602E+6;1.601270E+1;6.698350E+0
3.667054E+6;1.615190E+1;3.469440E+0
3.393549E+6;1.632990E+1;2.859830E-1
3.140444E+6;1.657660E+1;-2.844830E+0
2.906216E+6;1.686610E+1;-5.965310E+0
2.689457E+6;1.719170E+1;-9.089150E+0
2.488866E+6;1.758470E+1;-1.218780E+1
2.303236E+6;1.803870E+1;-1.532360E+1
2.131450E+6;1.854010E+1;-1.849530E+1
1.972477E+6;1.909030E+1;-2.172400E+1
1.825361E+6;1.970270E+1;-2.501110E+1
1.689218E+6;2.037830E+1;-2.837310E+1
1.563229E+6;2.110510E+1;-3.182920E+1
1.446636E+6;2.189400E+1;-3.540790E+1
1.338740E+6;2.274760E+1;-3.908440E+1
1.238891E+6;2.367630E+1;-4.291600E+1
1.146489E+6;2.467580E+1;-4.690410E+1
1.060979E+6;2.573830E+1;-5.106130E+1
9.818463E+5;2.688220E+1;-5.540030E+1
9.086159E+5;2.810970E+1;-5.994690E+1
8.408474E+5;2.942900E+1;-6.474490E+1
7.781333E+5;3.083920E+1;-6.976140E+1
7.200968E+5;3.234450E+1;-7.506210E+1
6.663888E+5;3.396090E+1;-8.066620E+1
6.166866E+5;3.570460E+1;-8.658780E+1
5.706914E+5;3.755890E+1;-9.285880E+1
5.281268E+5;3.956070E+1;-9.949810E+1
4.887368E+5;4.171810E+1;-1.065110E+2
4.522847E+5;4.404440E+1;-1.140010E+2
4.185513E+5;4.654100E+1;-1.219380E+2
3.873339E+5;4.923020E+1;-1.303510E+2
3.584449E+5;5.218840E+1;-1.394020E+2
3.317105E+5;5.537170E+1;-1.489240E+2
3.069701E+5;5.881540E+1;-1.590510E+2
2.840749E+5;6.256420E+1;-1.698070E+2
2.628874E+5;6.664940E+1;-1.812590E+2
2.432801E+5;7.110040E+1;-1.933940E+2
2.251352E+5;7.596840E+1;-2.062940E+2
2.083436E+5;8.128170E+1;-2.199800E+2
1.928044E+5;8.709620E+1;-2.345030E+2
1.784242E+5;9.346240E+1;-2.498940E+2
1.651166E+5;1.004640E+2;-2.662300E+2
1.528015E+5;1.081080E+2;-2.834590E+2
1.414049E+5;1.164940E+2;-3.016970E+2
1.308583E+5;1.257110E+2;-3.209640E+2
1.210983E+5;1.357990E+2;-3.412540E+2
1.120663E+5;1.468660E+2;-3.626400E+2
1.037079E+5;1.590190E+2;-3.851310E+2
9.597288E+4;1.723160E+2;-4.087310E+2
8.881481E+4;1.868980E+2;-4.334580E+2
8.219061E+4;2.028500E+2;-4.593410E+2
7.606048E+4;2.203220E+2;-4.863390E+2
7.038756E+4;2.393930E+2;-5.144670E+2
6.513774E+4;2.602640E+2;-5.436750E+2
6.027949E+4;2.830040E+2;-5.739780E+2
5.578358E+4;3.077350E+2;-6.052820E+2
5.162300E+4;3.346520E+2;-6.375240E+2
4.777273E+4;3.638040E+2;-6.705310E+2
4.420963E+4;3.954100E+2;-7.043000E+2
4.091228E+4;4.296870E+2;-7.387030E+2
3.786087E+4;4.665550E+2;-7.735440E+2
3.503704E+4;5.062580E+2;-8.087460E+2
3.242382E+4;5.489460E+2;-8.439670E+2
3.000551E+4;5.945240E+2;-8.791340E+2
2.776757E+4;6.433310E+2;-9.139550E+2
2.569654E+4;6.952960E+2;-9.482220E+2
2.377998E+4;7.502500E+2;-9.815500E+2
2.200637E+4;8.084270E+2;-1.013700E+3
2.036504E+4;8.695930E+2;-1.044380E+3
1.884612E+4;9.337740E+2;-1.073170E+3
1.744050E+4;1.000670E+3;-1.099750E+3
1.613971E+4;1.070300E+3;-1.124240E+3
1.493594E+4;1.142270E+3;-1.145880E+3
1.382195E+4;1.216520E+3;-1.164700E+3
1.279105E+4;1.292380E+3;-1.179990E+3
1.183704E+4;1.370090E+3;-1.192290E+3
1.095418E+4;1.448680E+3;-1.200780E+3
1.013717E+4;1.527720E+3;-1.205990E+3
9.381096E+3;1.607640E+3;-1.207420E+3
8.681413E+3;1.687070E+3;-1.204350E+3
8.033915E+3;1.766190E+3;-1.198600E+3
7.434711E+3;1.844650E+3;-1.188470E+3
6.880198E+3;1.921320E+3;-1.175340E+3
6.367042E+3;1.996710E+3;-1.158610E+3
5.892161E+3;2.069410E+3;-1.139230E+3
5.452698E+3;2.140140E+3;-1.117050E+3
5.046012E+3;2.208500E+3;-1.091620E+3
4.669658E+3;2.274590E+3;-1.064390E+3
4.321375E+3;2.337170E+3;-1.035180E+3
3.999068E+3;2.397150E+3;-1.004330E+3
3.700800E+3;2.453710E+3;-9.716030E+2
3.424778E+3;2.507540E+3;-9.389110E+2
3.169343E+3;2.558260E+3;-9.044820E+2
2.932960E+3;2.605380E+3;-8.699870E+2
2.714207E+3;2.649940E+3;-8.357500E+2
2.511769E+3;2.691860E+3;-8.002280E+2
2.324431E+3;2.730280E+3;-7.664380E+2
2.151064E+3;2.766520E+3;-7.322230E+2
1.990629E+3;2.799200E+3;-6.988380E+2
1.842159E+3;2.831040E+3;-6.654840E+2
1.704763E+3;2.858960E+3;-6.323520E+2
1.577614E+3;2.886480E+3;-6.019620E+2
1.459949E+3;2.910310E+3;-5.706780E+2
1.351059E+3;2.932940E+3;-5.418790E+2
1.250291E+3;2.953770E+3;-5.129510E+2
1.157039E+3;2.972330E+3;-4.860430E+2
1.070742E+3;2.990110E+3;-4.595470E+2
9.908816E+2;3.005260E+3;-4.349680E+2
9.169773E+2;3.021620E+3;-4.089820E+2
8.485852E+2;3.035350E+3;-3.879730E+2
7.852940E+2;3.047780E+3;-3.642980E+2
7.267233E+2;3.058910E+3;-3.433380E+2
6.725211E+2;3.068620E+3;-3.237990E+2
6.223616E+2;3.079250E+3;-3.045450E+2
5.759431E+2;3.087780E+3;-2.884850E+2
5.329868E+2;3.094500E+3;-2.707470E+2
4.932343E+2;3.102430E+3;-2.535030E+2
4.564467E+2;3.108930E+3;-2.386190E+2
4.224029E+2;3.117270E+3;-2.235160E+2
3.908983E+2;3.121320E+3;-2.107970E+2
3.617434E+2;3.127110E+3;-1.994990E+2
3.347630E+2;3.131000E+3;-1.858580E+2
3.097949E+2;3.134820E+3;-1.740170E+2
2.866891E+2;3.139550E+3;-1.639760E+2
2.653065E+2;3.143900E+3;-1.523360E+2
2.455188E+2;3.147640E+3;-1.461620E+2
2.272069E+2;3.148800E+3;-1.371730E+2
2.102609E+2;3.152890E+3;-1.273850E+2
1.945787E+2;3.156070E+3;-1.181100E+2
1.800662E+2;3.156050E+3;-1.127320E+2
1.666360E+2;3.158500E+3;-1.045150E+2
1.542076E+2;3.160220E+3;-1.002280E+2
1.427061E+2;3.164090E+3;-9.149970E+1
1.320625E+2;3.165560E+3;-8.597790E+1
1.222127E+2;3.167540E+3;-8.257380E+1
1.130975E+2;3.168170E+3;-7.531060E+1
1.046622E+2;3.166700E+3;-7.487550E+1
9.685606E+1;3.176060E+3;-6.599740E+1
8.963211E+1;3.172240E+3;-6.667910E+1
8.294696E+1;3.171900E+3;-5.865980E+1
7.676041E+1;3.174380E+3;-5.620120E+1
7.103528E+1;3.174680E+3;-5.243450E+1
6.573716E+1;3.177460E+3;-5.011790E+1
6.083420E+1;3.179010E+3;-4.260600E+1
5.629692E+1;3.176160E+3;-4.001110E+1
5.209805E+1;3.174170E+3;-4.153360E+1
4.821235E+1;3.180340E+3;-4.108590E+1
4.461646E+1;3.179360E+3;-3.610500E+1
4.128877E+1;3.183950E+3;-2.547480E+1
3.820927E+1;3.187410E+3;-2.794490E+1
3.535946E+1;3.177390E+3;-3.335480E+1
3.272220E+1;3.191090E+3;-2.906200E+1
3.028163E+1;3.183730E+3;-2.698830E+1
2.802310E+1;3.187980E+3;-2.955650E+1
2.593301E+1;3.174420E+3;-1.752170E+1
2.399882E+1;3.188830E+3;-1.702050E+1
2.220888E+1;3.180330E+3;-1.694550E+1
2.055244E+1;3.187390E+3;-2.296410E+1
1.901955E+1;3.180310E+3;-1.743750E+1
1.760099E+1;3.166360E+3;-2.289630E+1
1.628823E+1;3.186940E+3;-1.043670E+1
1.507339E+1;3.181660E+3;-1.371810E+1
1.394915E+1;3.187190E+3;-1.990570E+1
1.290876E+1;3.162060E+3;1.026860E+0
1.194597E+1;3.189180E+3;-6.763140E+0
1.105498E+1;3.188290E+3;-1.576920E+1
1.023046E+1;3.184930E+3;-2.342470E+1
9.467424E+0;3.181860E+3;-5.703080E+0
8.761302E+0;3.188360E+3;-2.874310E+1
8.107846E+0;3.165930E+3;-1.288620E+1
7.503127E+0;3.151060E+3;-1.692640E+1
6.943511E+0;3.173290E+3;-5.017280E+1
6.425634E+0;3.206140E+3;-5.602480E-1
5.946382E+0;3.187490E+3;-1.821170E+1
5.502875E+0;3.156770E+3;2.608350E+1
5.092447E+0;3.150250E+3;3.263530E+1
4.712630E+0;3.163080E+3;3.378680E+1
4.361141E+0;3.133040E+3;-1.165450E+1
4.035868E+0;3.199280E+3;-2.793980E+1
3.734856E+0;3.180280E+3;4.075660E+1
3.456294E+0;3.157180E+3;1.257660E+1
3.198508E+0;3.182350E+3;-1.666770E+1
2.959950E+0;3.201130E+3;2.039840E+1
2.739184E+0;3.188180E+3;-2.511000E+1
2.534883E+0;3.183890E+3;1.708460E+1
2.345821E+0;3.179260E+3;-1.769350E+1
2.170859E+0;3.173350E+3;-5.501920E+0
2.008947E+0;3.198190E+3;-1.874760E+1
1.859111E+0;3.155380E+3;-2.171750E+1
1.720450E+0;3.182830E+3;9.145260E+0
1.592132E+0;3.206740E+3;-1.252510E+1
1.473384E+0;3.176150E+3;-1.514930E+1
1.363492E+0;3.194170E+3;6.268600E+0
1.261797E+0;3.185680E+3;2.093940E+0
1.167687E+0;3.200610E+3;-6.970940E+0
1.080595E+0;3.172710E+3;-2.099360E+1
1.000000E+0;3.173410E+3;-3.688680E+0
Freq /Hz, Zr , Zi ; Name: 50_-1000
5.000000E+6;1.373370E+1;1.161380E+1
4.627078E+6;1.413730E+1;8.330250E+0
4.281971E+6;1.446290E+1;5.264830E+0
3.962602E+6;1.480620E+1;2.299590E+0
3.667054E+6;1.516910E+1;-6.246770E-1
3.393549E+6;1.556090E+1;-3.520850E+0
3.140444E+6;1.596300E+1;-6.394100E+0
2.906216E+6;1.640590E+1;-9.252790E+0
2.689457E+6;1.687920E+1;-1.214910E+1
2.488866E+6;1.737700E+1;-1.503960E+1
2.303236E+6;1.793540E+1;-1.797980E+1
2.131450E+6;1.850970E+1;-2.096670E+1
1.972477E+6;1.915010E+1;-2.401760E+1
1.825361E+6;1.981530E+1;-2.714460E+1
1.689218E+6;2.054480E+1;-3.036120E+1
1.563229E+6;2.131550E+1;-3.369010E+1
1.446636E+6;2.215120E+1;-3.713190E+1
1.338740E+6;2.304930E+1;-4.069660E+1
1.238891E+6;2.400750E+1;-4.440700E+1
1.146489E+6;2.502530E+1;-4.829400E+1
1.060979E+6;2.610130E+1;-5.235160E+1
9.818463E+5;2.728280E+1;-5.660570E+1
9.086159E+5;2.852370E+1;-6.108080E+1
8.408474E+5;2.984970E+1;-6.579240E+1
7.781333E+5;3.127580E+1;-7.074260E+1
7.200968E+5;3.279420E+1;-7.598550E+1
6.663888E+5;3.441550E+1;-8.153420E+1
6.166866E+5;3.616290E+1;-8.738810E+1
5.706914E+5;3.801360E+1;-9.360230E+1
5.281268E+5;4.002030E+1;-1.001970E+2
4.887368E+5;4.217320E+1;-1.071920E+2
4.522847E+5;4.448820E+1;-1.146230E+2
4.185513E+5;4.697460E+1;-1.225320E+2
3.873339E+5;4.967150E+1;-1.309180E+2
3.584449E+5;5.259650E+1;-1.399230E+2
3.317105E+5;5.575910E+1;-1.494200E+2
3.069701E+5;5.918440E+1;-1.595250E+2
2.840749E+5;6.290580E+1;-1.702620E+2
2.628874E+5;6.694970E+1;-1.816780E+2
2.432801E+5;7.136870E+1;-1.938210E+2
2.251352E+5;7.618020E+1;-2.067140E+2
2.083436E+5;8.143440E+1;-2.203960E+2
1.928044E+5;8.718150E+1;-2.349090E+2
1.784242E+5;9.346800E+1;-2.503030E+2
1.651166E+5;1.003480E+2;-2.666120E+2
1.528015E+5;1.078910E+2;-2.838960E+2
1.414049E+5;1.161330E+2;-3.021430E+2
1.308583E+5;1.251950E+2;-3.214560E+2
1.210983E+5;1.350960E+2;-3.417820E+2
1.120663E+5;1.459670E+2;-3.632310E+2
1.037079E+5;1.578610E+2;-3.857980E+2
9.597288E+4;1.708940E+2;-4.095120E+2
8.881481E+4;1.851510E+2;-4.343760E+2
8.219061E+4;2.007420E+2;-4.604000E+2
7.606048E+4;2.177920E+2;-4.876120E+2
7.038756E+4;2.364020E+2;-5.159930E+2
6.513774E+4;2.566870E+2;-5.455120E+2
6.027949E+4;2.788120E+2;-5.761640E+2
5.578358E+4;3.028890E+2;-6.079150E+2
5.162300E+4;3.290230E+2;-6.406680E+2
4.777273E+4;3.573800E+2;-6.743750E+2
4.420963E+4;3.880950E+2;-7.090000E+2
4.091228E+4;4.212920E+2;-7.443770E+2
3.786087E+4;4.571260E+2;-7.804060E+2
3.503704E+4;4.957150E+2;-8.169830E+2
3.242382E+4;5.371210E+2;-8.538590E+2
3.000551E+4;5.814850E+2;-8.909790E+2
2.776757E+4;6.289090E+2;-9.279660E+2
2.569654E+4;6.794490E+2;-9.647220E+2
2.377998E+4;7.330860E+2;-1.000980E+3
2.200637E+4;7.899390E+2;-1.036450E+3
2.036504E+4;8.500030E+2;-1.070860E+3
1.884612E+4;9.131500E+2;-1.103930E+3
1.744050E+4;9.793850E+2;-1.135520E+3
1.613971E+4;1.048430E+3;-1.165190E+3
1.493594E+4;1.120330E+3;-1.192560E+3
1.382195E+4;1.194780E+3;-1.217650E+3
1.279105E+4;1.271740E+3;-1.239910E+3
1.183704E+4;1.350670E+3;-1.259090E+3
1.095418E+4;1.431370E+3;-1.275250E+3
1.013717E+4;1.513500E+3;-1.288040E+3
9.381096E+3;1.596810E+3;-1.297310E+3
8.681413E+3;1.680780E+3;-1.303140E+3
8.033915E+3;1.765140E+3;-1.305230E+3
7.434711E+3;1.849500E+3;-1.303540E+3
6.880198E+3;1.933530E+3;-1.298530E+3
6.367042E+3;2.016780E+3;-1.289790E+3
5.892161E+3;2.098680E+3;-1.277680E+3
5.452698E+3;2.179010E+3;-1.262010E+3
5.046012E+3;2.257850E+3;-1.243760E+3
4.669658E+3;2.334550E+3;-1.222180E+3
4.321375E+3;2.409300E+3;-1.198280E+3
3.999068E+3;2.480950E+3;-1.171880E+3
3.700800E+3;2.550010E+3;-1.143620E+3
3.424778E+3;2.616460E+3;-1.113620E+3
3.169343E+3;2.679700E+3;-1.081220E+3
2.932960E+3;2.740070E+3;-1.048550E+3
2.714207E+3;2.797620E+3;-1.014210E+3
2.511769E+3;2.851970E+3;-9.798180E+2
2.324431E+3;2.903600E+3;-9.442520E+2
2.151064E+3;2.951880E+3;-9.087930E+2
1.990629E+3;2.997270E+3;-8.727690E+2
1.842159E+3;3.040000E+3;-8.372200E+2
1.704763E+3;3.079880E+3;-8.018510E+2
1.577614E+3;3.117520E+3;-7.669960E+2
1.459949E+3;3.152440E+3;-7.324970E+2
1.351059E+3;3.184750E+3;-6.990290E+2
1.250291E+3;3.214630E+3;-6.660470E+2
1.157039E+3;3.243140E+3;-6.339920E+2
1.070742E+3;3.268610E+3;-6.029920E+2
9.908816E+2;3.292460E+3;-5.731280E+2
9.169773E+2;3.314610E+3;-5.434960E+2
8.485852E+2;3.334510E+3;-5.155380E+2
7.852940E+2;3.354530E+3;-4.883410E+2
7.267233E+2;3.371840E+3;-4.624050E+2
6.725211E+2;3.388710E+3;-4.374150E+2
6.223616E+2;3.403460E+3;-4.135900E+2
5.759431E+2;3.416770E+3;-3.913750E+2
5.329868E+2;3.429400E+3;-3.696880E+2
4.932343E+2;3.441230E+3;-3.491190E+2
4.564467E+2;3.452040E+3;-3.283300E+2
4.224029E+2;3.461560E+3;-3.101870E+2
3.908983E+2;3.471090E+3;-2.927280E+2
3.617434E+2;3.479970E+3;-2.758850E+2
3.347630E+2;3.486830E+3;-2.599050E+2
3.097949E+2;3.493600E+3;-2.440570E+2
2.866891E+2;3.500430E+3;-2.302280E+2
2.653065E+2;3.506410E+3;-2.158800E+2
2.455188E+2;3.511930E+3;-2.033020E+2
2.272069E+2;3.516730E+3;-1.908370E+2
2.102609E+2;3.521890E+3;-1.802580E+2
1.945787E+2;3.526130E+3;-1.690000E+2
1.800662E+2;3.529750E+3;-1.594210E+2
1.666360E+2;3.533330E+3;-1.486540E+2
1.542076E+2;3.537430E+3;-1.400430E+2
1.427061E+2;3.539820E+3;-1.310620E+2
1.320625E+2;3.542590E+3;-1.240150E+2
1.222127E+2;3.545660E+3;-1.157940E+2
1.130975E+2;3.547770E+3;-1.093260E+2
1.046622E+2;3.549190E+3;-1.017600E+2
9.685606E+1;3.553370E+3;-9.598640E+1
8.963211E+1;3.555870E+3;-8.965500E+1
8.294696E+1;3.555030E+3;-8.591110E+1
7.676041E+1;3.557480E+3;-7.876180E+1
7.103528E+1;3.558570E+3;-7.501490E+1
6.573716E+1;3.558910E+3;-7.048320E+1
6.083420E+1;3.560320E+3;-6.981100E+1
5.629692E+1;3.561950E+3;-6.408990E+1
5.209805E+1;3.563020E+3;-5.503590E+1
4.821235E+1;3.564290E+3;-5.576490E+1
4.461646E+1;3.566290E+3;-4.847990E+1
4.128877E+1;3.567090E+3;-5.155460E+1
3.820927E+1;3.567980E+3;-4.678390E+1
3.535946E+1;3.567900E+3;-4.043980E+1
3.272220E+1;3.566000E+3;-4.189010E+1
3.028163E+1;3.569430E+3;-3.371560E+1
2.802310E+1;3.571840E+3;-3.176200E+1
2.593301E+1;3.576670E+3;-3.211880E+1
2.399882E+1;3.568700E+3;-3.286780E+1
2.220888E+1;3.573640E+3;-3.049350E+1
2.055244E+1;3.568840E+3;-2.593570E+1
1.901955E+1;3.577010E+3;-2.416440E+1
1.760099E+1;3.584570E+3;-2.010270E+1
1.628823E+1;3.574000E+3;-2.203140E+1
1.507339E+1;3.577430E+3;-2.338130E+1
1.394915E+1;3.573230E+3;-1.668730E+1
1.290876E+1;3.588810E+3;-2.384320E+1
1.194597E+1;3.577020E+3;-1.993860E+1
1.105498E+1;3.572770E+3;-1.221710E+1
1.023046E+1;3.574280E+3;-1.182460E+1
9.467424E+0;3.569620E+3;-1.225440E+1
8.761302E+0;3.580050E+3;-5.779680E+0
8.107846E+0;3.583780E+3;-2.304730E+1
7.503127E+0;3.582630E+3;-3.271760E+1
6.943511E+0;3.598570E+3;-9.704530E+0
6.425634E+0;3.568930E+3;-8.745560E+0
5.946382E+0;3.585420E+3;-1.404800E+1
5.502875E+0;3.570330E+3;-3.682610E+1
5.092447E+0;3.560120E+3;-3.528030E+1
4.712630E+0;3.560460E+3;-3.472570E+1
4.361141E+0;3.586820E+3;-3.433900E+1
4.035868E+0;3.577240E+3;3.419150E+0
3.734856E+0;3.546990E+3;-2.070220E+1
3.456294E+0;3.569580E+3;-3.220350E+1
3.198508E+0;3.582500E+3;-2.650380E+0
2.959950E+0;3.555010E+3;-2.420670E+0
2.739184E+0;3.581040E+3;-3.430730E+0
2.534883E+0;3.561840E+3;-1.559130E+0
2.345821E+0;3.585170E+3;-2.994620E+0
2.170859E+0;3.566270E+3;-6.463250E+0
2.008947E+0;3.582820E+3;3.900940E+0
1.859111E+0;3.582490E+3;-1.679100E+1
1.720450E+0;3.571390E+3;-1.096560E+1
1.592132E+0;3.579880E+3;1.023310E+1
1.473384E+0;3.587360E+3;-8.476850E+0
1.363492E+0;3.568270E+3;-4.961050E+0
1.261797E+0;3.574950E+3;3.675570E+0
1.167687E+0;3.581190E+3;-1.833990E+0
1.080595E+0;3.586290E+3;-1.857620E+0
1.000000E+0;3.584280E+3;-1.012300E+1
Freq /Hz, Zr , Zi ; Name: 50_-100
5.000000E+6;6.905720E+0;-2.075020E+1
4.627078E+6;7.557860E+0;-2.153580E+1
4.281971E+6;8.162380E+0;-2.245000E+1
3.962602E+6;8.766020E+0;-2.344910E+1
3.667054E+6;9.356550E+0;-2.455580E+1
3.393549E+6;9.949650E+0;-2.577010E+1
3.140444E+6;1.054780E+1;-2.707960E+1
2.906216E+6;1.116880E+1;-2.850840E+1
2.689457E+6;1.179630E+1;-3.007970E+1
2.488866E+6;1.244570E+1;-3.173800E+1
2.303236E+6;1.313940E+1;-3.353860E+1
2.131450E+6;1.385310E+1;-3.547570E+1
1.972477E+6;1.460700E+1;-3.755360E+1
1.825361E+6;1.540060E+1;-3.978000E+1
1.689218E+6;1.623220E+1;-4.216240E+1
1.563229E+6;1.711530E+1;-4.470530E+1
1.446636E+6;1.804600E+1;-4.742970E+1
1.338740E+6;1.903740E+1;-5.033730E+1
1.238891E+6;2.007740E+1;-5.343760E+1
1.146489E+6;2.118990E+1;-5.674650E+1
1.060979E+6;2.236080E+1;-6.028060E+1
9.818463E+5;2.360620E+1;-6.405420E+1
9.086159E+5;2.493050E+1;-6.806440E+1
8.408474E+5;2.632680E+1;-7.235230E+1
7.781333E+5;2.781730E+1;-7.692860E+1
7.200968E+5;2.940270E+1;-8.180390E+1
6.663888E+5;3.109550E+1;-8.702000E+1
6.166866E+5;3.289710E+1;-9.257650E+1
5.706914E+5;3.481760E+1;-9.850200E+1
5.281268E+5;3.687580E+1;-1.048340E+2
4.887368E+5;3.908380E+1;-1.115890E+2
4.522847E+5;4.144130E+1;-1.188020E+2
4.185513E+5;4.399530E+1;-1.265080E+2
3.873339E+5;4.673980E+1;-1.347150E+2
3.584449E+5;4.972080E+1;-1.435510E+2
3.317105E+5;5.292660E+1;-1.528990E+2
3.069701E+5;5.638940E+1;-1.628570E+2
2.840749E+5;6.014960E+1;-1.734740E+2
2.628874E+5;6.423640E+1;-1.847750E+2
2.432801E+5;6.867660E+1;-1.968050E+2
2.251352E+5;7.352010E+1;-2.096080E+2
2.083436E+5;7.880220E+1;-2.232100E+2
1.928044E+5;8.457070E+1;-2.376610E+2
1.784242E+5;9.087520E+1;-2.530040E+2
1.651166E+5;9.776680E+1;-2.692690E+2
1.528015E+5;1.053060E+2;-2.865010E+2
1.414049E+5;1.135540E+2;-3.047250E+2
1.308583E+5;1.225770E+2;-3.240100E+2
1.210983E+5;1.324480E+2;-3.443440E+2
1.120663E+5;1.432640E+2;-3.657920E+2
1.037079E+5;1.550880E+2;-3.883620E+2
9.597288E+4;1.680110E+2;-4.120850E+2
8.881481E+4;1.821440E+2;-4.369990E+2
8.219061E+4;1.975760E+2;-4.630670E+2
7.606048E+4;2.144140E+2;-4.903470E+2
7.038756E+4;2.327890E+2;-5.188350E+2
6.513774E+4;2.527720E+2;-5.484670E+2
6.027949E+4;2.745270E+2;-5.793000E+2
5.578358E+4;2.981400E+2;-6.112210E+2
5.162300E+4;3.237630E+2;-6.442110E+2
4.777273E+4;3.515400E+2;-6.782910E+2
4.420963E+4;3.815320E+2;-7.132770E+2
4.091228E+4;4.139180E+2;-7.491780E+2
3.786087E+4;4.488270E+2;-7.858550E+2
3.503704E+4;4.863610E+2;-8.232150E+2
3.242382E+4;5.265850E+2;-8.610520E+2
3.000551E+4;5.696560E+2;-8.992640E+2
2.776757E+4;6.156220E+2;-9.376730E+2
2.569654E+4;6.646150E+2;-9.761790E+2
2.377998E+4;7.166200E+2;-1.014480E+3
2.200637E+4;7.716480E+2;-1.052350E+3
2.036504E+4;8.298190E+2;-1.089600E+3
1.884612E+4;8.910300E+2;-1.126040E+3
1.744050E+4;9.552960E+2;-1.161380E+3
1.613971E+4;1.022540E+3;-1.195430E+3
1.493594E+4;1.092630E+3;-1.227920E+3
1.382195E+4;1.165540E+3;-1.258550E+3
1.279105E+4;1.241080E+3;-1.287230E+3
1.183704E+4;1.319070E+3;-1.313760E+3
1.095418E+4;1.399390E+3;-1.338070E+3
1.013717E+4;1.481610E+3;-1.359390E+3
9.381096E+3;1.565570E+3;-1.377920E+3
8.681413E+3;1.651000E+3;-1.393490E+3
8.033915E+3;1.737580E+3;-1.406080E+3
7.434711E+3;1.825080E+3;-1.415510E+3
6.880198E+3;1.913280E+3;-1.421870E+3
6.367042E+3;2.001620E+3;-1.424890E+3
5.892161E+3;2.090000E+3;-1.424760E+3
5.452698E+3;2.178220E+3;-1.421600E+3
5.046012E+3;2.265730E+3;-1.415290E+3
4.669658E+3;2.352370E+3;-1.405920E+3
4.321375E+3;2.437950E+3;-1.393780E+3
3.999068E+3;2.522140E+3;-1.378820E+3
3.700800E+3;2.604690E+3;-1.361240E+3
3.424778E+3;2.685550E+3;-1.341280E+3
3.169343E+3;2.764340E+3;-1.319040E+3
2.932960E+3;2.841040E+3;-1.294690E+3
2.714207E+3;2.915450E+3;-1.268520E+3
2.511769E+3;2.987440E+3;-1.240570E+3
2.324431E+3;3.057060E+3;-1.211230E+3
2.151064E+3;3.124170E+3;-1.180550E+3
1.990629E+3;3.188560E+3;-1.148770E+3
1.842159E+3;3.250410E+3;-1.116090E+3
1.704763E+3;3.309640E+3;-1.082590E+3
1.577614E+3;3.366180E+3;-1.048680E+3
1.459949E+3;3.419910E+3;-1.014220E+3
1.351059E+3;3.471330E+3;-9.796570E+2
1.250291E+3;3.519890E+3;-9.448970E+2
1.157039E+3;3.566160E+3;-9.101460E+2
1.070742E+3;3.610000E+3;-8.756670E+2
9.908816E+2;3.651360E+3;-8.414390E+2
